index,A,h,slope,C
1,-10.259356398895608,1.2886869343826968,0.041999908672008604,10.107971798069121
2,-5.270982885060687,1.3322569960608859,0.030223759660557452,5.237220599982372
3,-5.439427109107624,1.4244783332232203,0.02702348221306601,5.442393442664051
4,-1.4680453752524687,1.3441607209781994,0.02397955481426693,1.4706852721476906
5,-11.340444540937998,1.2557307251531538,0.04627792918431264,11.212296899745445
6,-12.073359971136668,1.34443289327531,0.04354662341693197,12.044272510126927
7,-7.373138317193235,1.4707501470674431,0.037722042554095475,7.399569373259499
8,-4.6477201151180845,1.4727821496357427,0.04261333225158436,4.6459544958795425
9,-8.529795585453806,1.3362161703417654,0.05661616218281388,8.407535372226825
10,-3.427595343655207,1.2016418728766314,0.03679613688573975,3.3653464613383552
11,-6.3484949518018965,1.180806278393901,0.04701731750628645,6.193876320445305
12,-3.7575376420339945,1.2673146098115817,0.047188647539499605,3.7356009098131566
13,-2.6298200261484213,1.2928512405613073,0.06267323920908491,2.560669858129506
14,-3.1293407585538593,1.4022892164165914,0.021150477570865883,3.1401340685326717
15,-14.74101079972103,1.18500396433664,0.03969259657973345,14.467640335776839
16,-2.866172873886338,1.3020249978790097,0.028824726468927142,2.8942388751783197
17,-3.5969109539670514,1.2183379493287434,0.04316971410531309,3.554584016408349
18,-3.4179803962325956,1.2364865920411652,0.04539565066920592,3.3740044578277972
19,-3.110100326266453,1.2293073307295863,0.05055451498758943,3.04789162450909
20,-3.4814512667696844,1.2431475407633767,0.053783915338553895,3.4073140686168535
21,-1.606776727489491,1.3031224523687386,0.05307954522444438,1.5919545738756835
22,-2.5675457624656444,1.3160749397310196,0.03294844096508975,2.566504859423183
23,-4.981225285550803,1.2398151260443506,0.05106470209120791,4.891537651890872
24,-3.7998186825506624,1.2286190506538748,0.05254377524634646,3.72847913917094
25,-1.812395920606614,1.2335723998867991,0.047255418192742114,1.7984938802286174
26,-3.9296980229696836,1.2772898341875143,0.047007461548615105,3.9033148810600236
27,-0.7738505904840134,1.2637673411418018,0.0322046661806818,0.7735358702296425
28,-1.26336421047853,1.1670303428778048,0.03513870548593791,1.2487874188438994
29,-0.9576157007181041,1.1780005742250024,0.04706870323803114,0.9281673630807102
30,-2.0669932813010727,1.1796163694963508,0.04107756441508435,2.0056656587778665
31,-1.3476758780232556,1.1974261255789698,0.036988455241517455,1.3264969914387863
32,-0.4263697736491329,1.1614094986431047,0.03224584174846935,0.4197218854325271
33,-0.48493323570389546,1.1790635774197922,0.03580717505463473,0.47935365689644316
34,-0.5256422453067204,1.2663458654390856,0.010437102922677938,0.5447432281486166
35,-0.44874101205867944,1.1632764787827559,0.04045379324137423,0.43945000000536516
36,-266.9322981858326,1.6140622789978436,52.93368855331279,134.20714676229548
37,-0.390554256266534,1.1685001558741586,0.03899208300408002,0.3849097497653828
38,-0.44075581229376404,1.1614430342208633,0.03959221174486895,0.4312281869729841
39,-3.9529802370779232,1.2168910003560538,0.04694983759214046,3.871555984820477
40,-3.470487783518468,1.1710364290688857,0.02487899129558644,3.4818322753193547
41,-10.600081776982325,1.3717681321761601,0.06312073776195937,10.498263623264851
42,-6.934251661289235,1.2660937649141046,0.07063119348817776,6.696005711582266
43,-4.836287258364552,1.2011612736319173,0.05640494312412011,4.671759814018149
44,-7.376469561400425,1.2689017445916368,0.05399200185172288,7.266355118934642
45,-4.24737849969694,1.1974092761820412,0.05387480216134889,4.087129189424635
46,-9.181807449605646,1.2856294098848369,0.07298828372936272,8.876028020912306
47,-9.207104044119314,1.283016754996675,0.06300489233452095,9.007417528673372
48,-6.113461661118921,1.2527617628043386,0.05423785427323869,6.007157773622947
49,-5.937496278619716,1.271636326702824,0.05279138719764756,5.861343567316669
50,-8.255925250677178,1.2769113713674474,0.06720509140776569,8.004365118564582
51,-10.788191313879924,1.4080093184018942,0.03679379466235077,10.777758298736906
52,-0.9851717510722269,1.2355474688576569,0.031315030948729755,0.9974235662342487
53,-2.6203123366819323,1.2251500979431895,0.04266541261466845,2.594838326180906
54,-3.2675297923943893,1.2938755644863313,0.06034015420204237,3.216276221409521
55,-2.860001020560817,1.234379900339991,0.05038165492122243,2.810253969014282
56,-2.383642656950278,1.321602210745645,0.06309714012107445,2.3550817920206955
57,-2.2959014007540612,1.2566583734801864,0.05471137923988144,2.2600361324184672
58,-3.3251711563736106,1.3291299493919784,0.06662052029064221,3.2822239777705566
59,-3.3938387495594955,1.2658762881064758,0.05113455698061663,3.350864653215518
60,-4.024770554143517,1.2744015346928828,0.06784751910667876,3.8996590798838375
61,-2.647354724121788,1.2776446694906893,0.05876904852955524,2.5929592075031174
62,-3.225657896975823,1.4435647969301293,0.03735591015681663,3.226606701458212
555,-11.193105317226975,1.3541320658485132,0.038840823157692314,11.187029024354914
